QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
3.91,99.12,0.91,94.61,1.6,2.07,1.03,1.04,125.12,3.11,4.37,1.98,2.39,111.81,-0.22,4.06,2.04,-2.02
3.3,92.75,0.97,94.13,1.15,1.5,0.75,0.76,141.44,2.12,3.39,1.16,2.23,142.25,-1.45,4.2,1.31,-2.89
3.36,93.31,0.59,94.76,2.04,2.73,0.91,1.8,279.38,3.95,4.94,1.94,3,281.06,-1.3,4.55,1.8,-2.76
3.17,94.81,3.26,95.85,2.38,3.48,1.66,1.81,296.56,4.73,6.11,3.76,2.36,297.75,-2.06,3.98,0.59,-3.4
2.93,95.56,12.65,95.59,2.69,5.17,0.51,4.66,177.94,4.87,8.66,0.82,7.84,179.31,-3.21,4.32,-0.96,-5.28
2.32,97.94,5.18,93.47,2.95,5.13,1.82,3.31,160,5.25,8.76,3.8,4.95,148.44,-6.48,2.75,-4.93,-7.69
1.77,98.06,0.36,94.83,3.61,4.23,3.05,1.19,325.62,6.13,7.1,5.34,1.76,328.44,-9.26,4.33,-7.31,-11.64
1.16,97.88,0.07,95.99,3.17,4.02,2.07,1.95,308.62,5.45,6.8,2.92,3.88,309.69,-14.28,7.58,-10.63,-18.2
1.71,98.62,2.3,95.95,1.55,2.03,1.03,1,241.88,2.55,3.54,1.66,1.88,242.75,-10.14,10.67,-5.1,-15.77
2.26,99.94,7.99,95.71,2.79,4.63,0.92,3.71,153.25,4.7,7.94,1.25,6.7,156.38,-6.97,8.18,-2.38,-10.56
3.3,99.56,0.41,95.01,2.99,3.67,1.41,2.27,257.56,5.84,6.8,3.41,3.38,259.62,-2.31,3.21,-1.18,-4.38
2.81,99.75,0.23,95.42,2.24,3.48,1.2,2.27,236.12,4.41,7.02,3.06,3.95,238.31,-4.26,7.38,-1.45,-8.82
2.5,98.31,0.71,95.71,2.19,3.31,0.93,2.38,274.31,3.98,6.61,2.02,4.58,275.69,-5.7,9.27,-1.21,-10.49
2.38,99.81,0.96,96.63,1.8,2.7,0.8,1.9,237.44,3.5,5.42,1.77,3.64,238.62,-6.32,10.35,-2.1,-12.45
3.66,99.56,4.16,95.34,3.12,4.71,2.03,2.68,226.69,5.86,8.8,3.73,5.07,229.56,-1.13,4.14,0.13,-4.01
1.77,98.69,0.28,95.97,2.27,3.3,1.65,1.65,316.81,4.23,6.05,3.29,2.76,317.75,-9.95,12.84,-3.81,-16.65
1.89,98.75,0.39,95.98,2.94,4.13,1.8,2.34,273.94,5.34,7.45,3.21,4.24,276.19,-9.47,11.66,-5.07,-16.73
1.04,90.69,0.18,96.16,2.44,4.34,0.71,3.62,278.31,4.2,7.59,0.93,6.66,278.38,-14.67,8.94,-9.28,-18.21
0.85,94.12,0.93,95.36,3.07,5.77,0.91,4.86,183.38,5.05,9.32,1.22,8.09,184.06,-16.9,8.81,-13.67,-22.48
0.61,96.69,0.16,95.69,6.13,6.84,4.3,2.54,308.62,9.59,10.67,6.67,4,310.88,-21.22,5.16,-18.54,-23.7
1.53,94.75,0.22,96.02,2.71,3.92,1.25,2.67,232.75,4.59,7.45,2.07,5.38,234.94,-12.81,20.3,-3.42,-23.72
2.99,97.19,0.5,95.61,3.77,4.39,3.18,1.21,256.19,7.16,8.13,6.09,2.05,257.88,-3.4,7.45,-0.99,-8.44
1.59,94.94,0.22,96.51,3.3,4.57,2.03,2.54,269.44,6.25,8.09,4.46,3.62,270.88,-10.15,5.62,-8.74,-14.35
1.34,96.88,0.01,96.97,2.12,2.96,1.39,1.57,203.31,3.66,5.04,2.16,2.88,204.44,-12.19,9.28,-6.35,-15.63
2.14,98.06,5.31,95.16,2.2,5.06,1.05,4,173.75,4.19,8.91,1.51,7.4,175.31,-7.35,7.87,-3.56,-11.42
1.16,96.31,0.37,94.86,5.13,6.28,3.66,2.62,281.06,8.9,10.73,6.44,4.3,281.81,-14.05,11.32,-9.38,-20.7
0.55,96.5,0.08,95.64,5.45,5.92,4.72,1.2,291,8.66,9.86,7.7,2.16,291.75,-21.7,3.65,-20.55,-24.19
0.43,96.06,0.31,96.93,4.27,5.66,2.32,3.34,306.62,6.73,8.69,3.87,4.82,307.75,-24.06,5.94,-19.88,-25.83
0.79,89.19,3.24,96.64,1.87,2.38,0.59,1.79,140.31,2.86,4.03,0.73,3.3,141.31,-17.5,11.89,-13.35,-25.24
1.46,98.69,0.8,95.76,2.31,3.27,1.85,1.42,256.5,4.51,5.95,3,2.94,257.62,-11.66,5.8,-8.88,-14.68
0.98,98.5,0.02,96.49,2.68,3.29,1.66,1.63,280.75,4.9,6.44,3.74,2.7,281.38,-16.42,10.68,-11.38,-22.06
1.04,99,0,96.52,2.31,2.8,1.72,1.08,228.5,4.26,5.96,2.8,3.16,229.88,-15.99,12.71,-9.67,-22.38
1.95,99.44,0.01,96.21,2.41,3.43,1.41,2.02,195.94,3.88,5.48,2.39,3.09,198.12,-9.24,14.25,-3.42,-17.67
2.26,98.31,0.31,94.94,4.27,6.84,2.17,4.67,242.12,6.98,10.76,3.55,7.21,244,-8.1,22.22,-0.24,-22.45
0.31,95.38,0.01,96.59,4.65,6.72,2.98,3.74,306.5,7.7,10.55,5.85,4.7,307.81,-27.07,6.7,-24.04,-30.74
0.61,98.38,0.08,96.66,2.3,3.23,1.47,1.77,236.69,4.21,6.27,2.05,4.2,238.5,-21.58,14.74,-14.06,-28.8
1.83,99.19,0.09,96.44,2.01,3.18,0.98,2.2,223.88,4.38,6,1.34,4.66,224.81,-9.92,13.32,-3.03,-16.35
2.87,98.81,0.79,96.19,2.24,3.13,1.44,1.7,221.19,4.68,6.23,3.01,3.23,223.56,-4.19,9.39,0.03,-9.36
3.66,99.31,11.72,95.49,1.7,2.8,0.48,2.32,191.81,3.62,5.67,1.2,4.47,193.19,-1.11,3.88,0.15,-3.74
3.05,99.5,2.76,95.82,4.16,5.55,2.15,3.41,310.25,7.09,8.94,3.7,5.25,312.19,-3.38,10.78,0.03,-10.75
2.38,98.94,3.06,95.51,2.55,3.82,1.5,2.31,137.75,4.42,6.05,2.79,3.26,138.81,-6.32,7.78,-3.2,-10.98
2.99,99.31,0.34,94.43,3.22,5.09,0.93,4.16,248.19,5.77,8.59,2.39,6.2,249.69,-4.03,11.15,0.02,-11.13
1.1,98.44,0.01,95.35,2.3,4.6,0.89,3.71,263.56,3.63,7.55,1.16,6.39,264.81,-14.96,10.44,-10.25,-20.7
1.22,98.62,0.24,95.36,1.8,2.28,0.81,1.46,215.25,2.72,3.57,1.15,2.42,216,-14.54,10.89,-8.31,-19.2
2.14,99.56,1.76,95.78,2.8,3.78,1.66,2.12,180.69,4.59,6.65,3.02,3.63,182.75,-8.26,13.41,-2.88,-16.3
2.87,99,4.82,95.39,2.04,3.48,0.66,2.83,178.62,3.89,5.92,1.59,4.32,180,-3.93,5.1,-1.72,-6.81
1.89,99.25,9.29,94.07,3.81,4.56,2.49,2.07,273.44,5.98,6.84,4.34,2.5,275.94,-9.12,8.41,-5.9,-14.31
0.67,99,0.09,95.85,3.91,4.67,2.49,2.18,295.94,6.34,7.11,4.8,2.31,296.69,-19.76,10.81,-15.35,-26.16
0.92,99.5,0.12,96.7,1.96,2.94,1.08,1.86,273.62,3.42,5.02,1.8,3.22,274.19,-18.67,18.7,-10.35,-29.05
0.92,99.44,0.29,97.26,1.98,3.09,1.1,1.99,255.56,3.84,5.76,2.03,3.73,256.56,-17.07,12.63,-11.23,-23.86
2.93,99.31,0.51,96.17,3.16,3.42,2.81,0.6,217.88,5.56,6.75,4.37,2.38,221.06,-4.26,12.15,0.15,-12.01
4.03,98.81,0.11,96.22,2.79,3.76,2.22,1.54,231.19,7.05,8.67,5.49,3.18,232.19,0.4,1.4,1.33,-0.07
4.7,99,2.44,96.03,2.41,3.72,1.55,2.17,235.31,5.59,8.8,3.73,5.06,236.06,2.19,3.74,4.89,1.15
2.75,87.81,2.98,95.97,3.48,4.67,1.62,3.05,307,5.86,7.17,4.05,3.12,307.88,-4.2,15.95,1.67,-14.27
0.92,73.75,0.11,96.96,1.9,3.31,0.78,2.52,167.56,3.12,5.3,1.01,4.3,154.38,-12.91,11.38,-6.37,-17.74
1.65,95.44,11.66,95.55,2.79,5.23,1.01,4.23,207.44,4.24,8.2,1.31,6.88,209.56,-10.1,6.2,-6.85,-13.05
0.79,88.12,0.35,95.54,3.27,5.09,1.87,3.23,306.31,5.09,7.91,2.51,5.41,307.69,-17.45,9.17,-13.17,-22.34
0.85,91.25,0.25,95.96,2.26,3.04,1.51,1.53,256.25,3.89,5.85,2.08,3.77,257.31,-16.82,11.21,-11.51,-22.73
0.92,89.75,0.25,96.46,3.28,4.91,2.3,2.61,247,5.48,7.87,3.38,4.49,248.62,-16.29,10.22,-12.51,-22.73
1.28,91.88,0.59,96.27,3.76,5.96,1.82,4.14,266.25,6.38,9.77,2.63,7.14,267.62,-12.69,9.24,-8.5,-17.74
1.28,88,0.45,96.52,1.74,2.45,0.12,2.32,200,3.18,5.54,0.17,5.37,201.5,-12.06,9.38,-8.11,-17.49
1.71,93.75,0.78,96.47,3.02,4.64,1.95,2.7,275.94,5.45,7.68,3.66,4.01,277.12,-9.31,10.24,-5.99,-16.23
1.28,92.81,0.4,97.33,1.71,2.67,0.56,2.11,194,3.08,5.22,0.74,4.48,194.38,-12.31,10.95,-6.28,-17.24
1.95,99.31,19.8,95.41,5.41,8.02,1.98,6.04,97.44,8.55,12.43,3.48,8.95,99.19,-8.58,9.34,-3.84,-13.18
1.71,99,7.7,92.96,4.87,6.43,1.7,4.73,278.44,7.64,10.27,2.92,7.34,280.31,-10.56,10.95,-4.55,-15.49
1.04,98.12,0.91,94.93,5.17,7.05,1.51,5.54,288.19,8.09,10.84,3.41,7.42,290.06,-15.67,4.86,-12.67,-17.52
2.99,98.69,0.64,94.71,3.77,6.32,1.49,4.84,202.25,7,10.94,3.61,7.33,205,-4.38,11.73,0.15,-11.57
3.05,99.12,0.11,94.71,2.74,4.25,0.8,3.45,296.69,4.6,6.59,1.64,4.95,297.44,-3.82,10.86,0.05,-10.81
2.08,99.19,0.05,95.84,2.02,2.61,1.42,1.18,259.19,4.04,5.29,2.18,3.11,260.5,-8.29,13.75,-2.76,-16.51
2.38,98.75,0.9,95.97,2.55,3.29,1.88,1.41,280.88,4.65,5.35,3.48,1.88,281.56,-6.45,9.8,-3.6,-13.4
2.69,99.12,1.02,95.89,2.77,4.68,1.79,2.89,187.31,4.45,7.59,2.38,5.2,189.25,-5.85,14.34,0,-14.35
3.54,99.31,12.3,93.74,3.68,6.42,1.98,4.44,202.56,6.6,10.46,3.88,6.58,204.75,-1.69,7.53,0.08,-7.45
1.28,98.38,0.16,94.23,5.18,7.34,2.37,4.98,276.69,8.59,11.15,5.46,5.7,277.06,-15.24,19.45,-3.31,-22.75
1.83,98.94,0.13,95.04,4.09,6,2.02,3.98,208.69,7.16,10.1,4.17,5.93,211.44,-11.35,20.34,-3.28,-23.63
3.48,99.12,1.59,94.63,3.33,5.89,1.66,4.23,239.94,6,10.25,4.35,5.9,242,-1.93,11.57,0.06,-11.51
1.59,97.75,0.1,95.25,2.2,3.3,0.8,2.5,285.62,3.97,5.77,1.07,4.7,285.62,-10.57,6.21,-8.06,-14.27
1.53,98.94,0.09,95.47,2.02,2.71,1.16,1.55,258.69,3.36,4.34,1.9,2.45,259,-11.7,10.99,-6.49,-17.49
1.46,96.62,0.05,95.84,1.13,1.59,0.32,1.27,217.06,1.59,2.15,0.38,1.76,217.19,-11.42,8.82,-7.55,-16.37
1.59,94.94,0.02,95.6,1.61,2.3,0.75,1.55,34.69,2.59,4.25,0.91,3.34,34.62,-10.6,10.62,-5.61,-16.23
1.53,97.25,0.04,95.7,2,2.55,1.05,1.51,271.38,3.45,4.7,2.21,2.48,272.12,-11.6,10.32,-6.1,-16.42
2.26,99.31,0.17,95.43,2.52,3.59,1.83,1.75,191.81,4.68,5.55,3.26,2.29,193.25,-8.04,16.55,-0.85,-17.39
1.4,98.12,0.07,95.88,3.51,4.2,2.55,1.65,305,5.77,6.91,4.72,2.18,305.62,-12.16,10.45,-6.26,-16.71
1.95,98.5,0.14,95.62,2.55,3.33,1.99,1.34,258.94,4.64,7.09,2.67,4.41,260.44,-10.02,19.77,-1.69,-21.46
2.32,96.5,0.29,95.76,2.8,4.15,1.46,2.69,289.75,4.85,6.54,3.23,3.3,289.88,-6.42,9.77,-1.04,-10.81
1.89,98.06,1.75,95.63,1.68,2.53,0.69,1.85,179.88,3.16,5.16,0.84,4.33,194.88,-8.88,7.42,-4.81,-12.24
1.16,96.44,0.01,95.9,3.84,6.12,2.45,3.67,294,6.52,9.54,3.88,5.65,294.88,-13.93,7.97,-11.02,-18.99
2.01,97.12,0,95.85,2.91,3.93,2.3,1.63,227.56,5.5,6.38,3.34,3.03,228.5,-9.45,18.78,-0.81,-19.58
2.99,95.69,0.43,95.43,3.7,5.73,1.91,3.83,266.06,6.88,9.58,3.42,6.16,267.44,-3.1,9.11,0.92,-8.2
1.95,85.88,0.86,96.51,2.66,4.8,0.7,4.1,272.69,4.45,8.06,1,7.06,273.88,-6.57,11.09,-1.95,-13.03
3.54,97.62,4.23,95.05,3,4.19,1.7,2.48,170.44,5.14,6.52,4.08,2.45,172.81,-1.52,5.9,0.7,-5.2
2.75,89.25,0.71,94.09,4.77,6.15,1.99,4.16,297.31,7.97,10.23,4.34,5.89,298.69,-3.56,7.85,-0.45,-8.29
1.16,81.69,0.1,94.92,6.71,7.75,5.54,2.21,301.69,10.68,12.02,8.98,3.04,302.25,-12.04,8.7,-8.55,-17.24
1.28,83.06,0.01,95.33,3.64,5.74,1.66,4.09,308.19,5.91,8.94,3.42,5.52,308.75,-11.7,14.59,-4.18,-18.78
2.56,86.38,4.65,94.38,1.62,2.56,0.23,2.34,218.88,3.07,4.8,0.21,4.59,234,-4.44,10.22,-0.1,-10.31
2.81,94.06,0.7,94.22,1.39,1.55,0.84,0.72,143.75,2.35,3.11,1.96,1.14,144.31,-4.02,9.2,0.46,-8.74
2.69,91.56,0.97,94.16,2.47,3.16,1.55,1.61,329.69,4.48,5.09,2.91,2.17,331.19,-3.84,7.18,0.05,-7.13
2.56,90.25,0.34,94.5,3.12,4.06,1.74,2.31,318.81,5.37,7.23,3.37,3.87,320.12,-4.25,6.84,-0.72,-7.55
2.5,87.25,0.1,95.31,3.82,4.45,3.18,1.27,308.31,6.45,7.52,5.16,2.36,309.75,-4.06,10.04,1.04,-9
2.44,88.25,0.34,95.19,2.11,2.73,1.22,1.51,258.88,4.16,5.55,2.76,2.8,259.19,-4.6,9.97,-0.55,-10.52
2.14,85.69,0.69,94.39,3.41,4.55,2.22,2.34,278.56,5.87,7.12,4.05,3.08,278.88,-5.93,12.59,-1.07,-13.66
1.28,84.31,0.91,94.49,3.53,6.14,0.72,5.43,238.81,5.73,9.61,1.03,8.58,254.19,-11.88,11.34,-5.49,-16.82
0.67,81.31,0.03,95.73,5.57,6.22,4.45,1.77,302.25,8.9,9.8,7.24,2.55,303.75,-17.65,4.19,-15.81,-20
1.22,85.81,0.02,96.57,5.22,6.18,2.68,3.5,308.81,8.34,9.38,5.39,3.98,310.38,-12.06,10.53,-6.63,-17.17
2.26,82.38,0,96.75,3.14,4.61,0.56,4.05,207.88,5.54,8.17,0.7,7.47,209.5,-4.98,15.93,1.56,-14.36
3.97,96.44,0.83,96.11,3.05,4.02,1.73,2.3,241.5,5.66,7.41,3.12,4.28,257.38,0.26,7.29,3.33,-3.96
3.91,91.31,2.23,96.61,3.27,4.1,2.13,1.98,132.75,5.74,7.21,3.66,3.55,134.56,0.62,11.99,5.51,-6.48
6.59,98.88,11.36,95.67,2.98,4.62,1.37,3.25,177,5.88,8.23,3.59,4.64,179.75,7.12,5.12,9.65,4.53
4.82,93.06,7.11,94.85,2.61,3.78,1.65,2.14,215.06,4.95,6.12,3.38,2.73,216.31,3.25,9.83,6.16,-3.67
2.62,79.75,0.7,95.96,4.09,5.45,2.1,3.35,298.5,6.84,9.04,3.72,5.32,300.12,-2.13,4.96,0.59,-4.37
2.56,67.88,0,96.68,2.27,3.65,0.77,2.88,238.88,3.8,6.26,1.16,5.09,240.06,0.3,14.45,8.46,-5.99
3.97,79.94,0,96.6,2.49,3.64,1.73,1.91,175.69,4.93,6.25,3.12,3.12,177.81,3.34,13.32,10.76,-2.56
3.72,78.06,0.04,96.78,2.71,3.55,1.66,1.88,302.19,4.97,6.27,3.81,2.45,318.19,3.26,12.58,10.2,-2.38
4.15,76.88,0.02,96.66,1.78,2.08,1.2,0.88,153.69,3.09,3.83,1.82,2.01,154.81,4.55,14.45,12.46,-2
4.52,76,0.02,96.6,1.41,2.39,0.06,2.33,244.75,2.75,5.7,0.13,5.57,246.81,6.41,15.05,15.15,0.1
5.37,94.69,0.86,96.18,2.54,3.86,1.47,2.39,170.25,4.19,6.06,2.55,3.51,172.75,4.98,6.42,8.76,2.33
7.45,95.25,6.04,95.07,2.17,2.78,1.17,1.61,222,4.24,5.5,2.23,3.27,224.88,9.1,10.21,14.83,4.62
5.68,92.69,6.7,95.37,1.68,2.96,0.63,2.33,217,2.94,4.83,1.16,3.66,217.69,5.96,6.71,9.37,2.66
4.21,78,0.16,95.57,2.05,2.91,1.24,1.66,93.69,3.89,5.52,2.36,3.16,94,4.9,11.79,12.33,0.54
5,93.12,0.55,95.07,2.02,2.8,1.23,1.58,77.19,3.9,4.59,2.96,1.62,77.88,3.87,5.46,5.96,0.5
5,91.31,0.32,95.01,2.16,2.57,1.62,0.95,46.31,3.83,4.6,3.37,1.24,47.31,4.31,4.26,6.64,2.38
4.46,81.06,0.22,95.13,3.75,4.9,2.2,2.7,317.38,6.28,8.02,4.29,3.73,320.06,4.69,8.5,9.96,1.46
4.39,83.56,1.32,95.24,3.95,5.03,3.22,1.81,303.06,6.77,8.34,5.84,2.51,306.38,3.96,8.21,8.58,0.37
4.15,82.31,1.77,95.65,2.92,3.84,1.53,2.3,34.62,5.25,6.21,2.52,3.7,35.88,3.57,10.43,9.99,-0.44
3.54,79.81,0.09,95.96,1.57,2.03,0.87,1.16,94,2.93,5.27,1.23,4.05,90.62,1.98,13.3,8.79,-4.52
2.81,72.19,0,95.96,1.75,2.04,1.42,0.62,122.5,3.46,5.79,2.16,3.62,122.62,0.59,13.34,8.35,-4.99
3.3,73.81,0.92,95.72,2.16,2.89,1.42,1.47,166.31,3.76,5.38,2.5,2.88,167,2.28,14.78,9.73,-5.05
3.72,90.75,8.34,95.46,2.62,3.96,1.67,2.29,153.69,4.36,6.41,3.2,3.21,156.44,0.58,6.06,4.01,-2.04
3.42,89.75,7.8,94.57,2.77,4.17,0.71,3.46,224.06,4.73,7.08,1.15,5.93,211.5,-0.49,4.13,1.77,-2.36
3.97,87.31,2.65,94.3,3.47,4.84,1.4,3.44,275.25,6.56,8.44,3.62,4.82,276.94,1.74,6.98,5.66,-1.32
4.64,84.94,1.64,93.77,2.75,3.98,1.55,2.44,214.62,5.29,7.35,2.81,4.54,216.38,4.51,15.03,12.32,-2.7
2.62,72.19,0.06,94.3,2.43,3.55,1.41,2.15,294.06,4.73,5.88,3.66,2.22,294.06,-0.45,10.93,5.25,-5.68
2.75,76.25,0.96,94.31,3.42,5.23,1.56,3.66,305.81,6.16,8.85,3.11,5.74,307.31,-0.92,6.12,2.48,-3.64
3.05,76.56,0.85,93.93,2.86,5.14,0.32,4.82,297.75,5.16,8.68,0.56,8.12,311.75,0.25,9.89,5,-4.89
3.54,85.31,2.14,94.53,3.86,4.91,1.96,2.95,317.38,6.91,8.62,3.81,4.8,320.31,0.56,6.15,3.81,-2.34
3.78,77.94,4.59,95.28,1.61,2.23,0.41,1.82,239.56,2.89,4.59,0.62,3.97,241.62,3.47,14.76,11.55,-3.21
4.39,94.56,7.37,94.15,2.07,3.41,0.57,2.84,184.5,3.72,6.25,1.39,4.86,187.62,1.86,4.27,4.58,0.32
4.46,88.25,1.43,94.55,3.05,4.68,1.72,2.96,304.12,5.5,8.23,3.04,5.2,306.19,3.39,7.16,7.58,0.43
4.64,76.19,0.5,95.13,1.88,3.65,1.1,2.55,231.44,3.72,6.56,1.82,4.75,233.56,6.51,13.74,13.65,-0.1
4.64,74.31,0.6,95.28,1.78,2.46,0.27,2.2,220.62,3.41,5.73,0.23,5.5,234.12,7.3,11.36,14.2,2.84
5.43,94.44,24.27,95.16,4.16,5.93,2.31,3.62,95.94,7.27,10.79,3.64,7.15,98.19,5.09,3.52,6.97,3.44
4.7,94.5,16.99,94.75,3.05,5.36,1.56,3.8,74.5,5.44,9.78,2.94,6.85,76.31,2.9,4.05,5.32,1.26
4.58,87,2.79,95.24,1.38,2.03,0.59,1.45,222.25,2.68,4.32,0.91,3.41,223.5,4.04,7.12,8.13,1
4.52,81.56,1.97,95.72,1.44,2.1,0.95,1.16,129.38,2.82,3.59,1.98,1.61,130.44,5.13,8.59,10.48,1.88
4.64,86,1.68,96.25,1.81,2.97,1.02,1.95,40.88,3.7,4.93,2.74,2.19,41.19,4.55,9.85,9.94,0.09
4.33,78.19,0.01,95.98,1.72,2.34,1.07,1.27,165.31,3.45,4.53,2.42,2.11,166.31,5.08,12.02,11.49,-0.53
5.07,81.06,0.01,95.73,2.45,3.41,1.66,1.75,301.75,4.51,6.01,3.21,2.8,303.25,6.5,10.68,12.39,1.71
5.92,72.75,0,95.97,1.5,2.01,0.53,1.48,231.94,3.18,6.31,0.9,5.41,233.19,10.87,15.37,19.07,3.7
8,84.69,1.32,95.64,1.14,2.04,0.41,1.62,240.44,2.27,4.77,0.66,4.11,243.12,12.57,14.44,19.9,5.46
5.68,77.69,0.01,95.88,2.42,3.31,1.52,1.8,36.88,5.08,5.78,3.92,1.86,38.06,9.14,13.96,15.22,1.26
4.58,70.62,0,96.39,1.81,2.23,1.34,0.9,151.75,3.6,5.95,1.9,4.05,154,7.95,18.22,16.87,-1.35
5.8,75.62,0.03,96.14,2.43,3.56,1.32,2.24,178.44,4.7,6.02,1.88,4.14,181.31,9.67,18.48,18.73,0.26
5.43,90.31,2.41,95.74,2.53,3.13,1.69,1.45,159.62,4.26,5.02,2.93,2.09,162.88,5.8,6.23,8.92,2.68
6.96,90.69,5.04,95.65,1.38,2.38,0.77,1.61,249.94,2.56,4.29,1.16,3.12,252.94,9.34,9.19,14.33,5.13
5.49,73.12,0.02,96.27,1.73,2.05,1.21,0.84,258.75,3.59,5.73,2.57,3.16,259.62,9.99,13.12,16.9,3.77
7.26,80.75,5,95.83,3.22,5.23,1.64,3.59,199.75,6.22,9.46,3.76,5.71,202.38,11.99,14.7,19.3,4.61
4.39,69.62,0.03,96.18,2.29,3,1.29,1.72,284.75,3.97,5.62,2.25,3.36,284.69,7.26,10.69,13.37,2.68
5.43,70.75,0.56,95.96,2.56,3.62,1.3,2.32,163.12,4.69,6.4,1.75,4.65,165.56,9.65,16.95,16.76,-0.18
7.32,81.44,1.89,95.39,2.23,3.09,1.34,1.75,161.94,4.19,5.07,2.55,2.52,164.88,11.83,15.48,18.86,3.37
8.73,88.38,3.64,95.56,1.02,1.54,0.63,0.91,213.94,2.12,3.34,1.04,2.29,214,13.31,10.07,18.65,8.58
8.67,91.31,2.51,96.28,1.73,2.16,1.02,1.14,72.56,3.37,3.76,2.8,0.95,73.25,12.65,8.02,17.67,9.65
8.3,93.56,2.99,96.4,1.99,2.55,1.57,0.98,80.56,3.77,4.43,2.9,1.53,81,11.65,6.19,14.8,8.61
9.09,91.44,2.26,96.03,2.33,3.62,0.91,2.7,108.06,4.48,6.34,2.49,3.84,108.88,13.35,7.4,17.59,10.19
9.34,85.62,1.02,96,1.4,1.91,0.91,1,196.12,2.89,3.73,1.86,1.87,197.44,14.9,12.14,20.96,8.81
9.28,84.38,0.52,95.77,1.07,1.4,0.53,0.87,224.94,2.35,4.21,0.87,3.34,227.06,15,10.31,20.68,10.37
9.58,83.12,0.61,95.22,1.71,2.64,1.05,1.59,260.06,3.7,4.73,2.32,2.41,260.56,15.69,10.95,21,10.05
8.42,84.31,3.06,94.93,1.91,3.02,0.95,2.07,291.81,4.02,5.38,2.11,3.27,292.06,13.12,12.51,17.74,5.23
5.74,89.75,16.25,95.25,1.96,2.8,1.12,1.68,150.44,3.81,5.05,2.73,2.34,151.69,6.65,5.52,9.94,4.42
5.25,84,1.26,95.56,2.56,3.56,1.6,1.96,297.81,5.05,6.49,3.73,2.77,299.88,6.49,6.66,9.93,3.27
7.39,77.44,0,96.03,1.95,2.52,0.89,1.62,251.94,4.06,4.88,2.46,2.42,253.06,12.78,15.88,19.33,3.45
9.58,79.56,0.01,95.82,2.11,3.35,1.4,1.96,272.56,4.93,6.35,2.99,3.36,273.38,16.33,13.12,22.61,9.48
8.73,77.31,0.99,95.93,1.73,2.22,1.15,1.07,286.12,3.48,3.98,2.11,1.86,286.56,15.59,11.09,21.02,9.94
7.93,94.44,6.43,95.99,1.98,2.58,1.31,1.27,141.06,3.75,4.57,2.56,2.01,144.06,10.65,4.71,13.15,8.44
9.28,81.31,0.63,95.25,2.85,4.36,1.57,2.79,299.06,5.87,8.23,3.78,4.45,301.19,15.53,8.75,19.69,10.94
5.43,65.62,0.04,94.94,2.42,2.99,1.36,1.63,231,4.82,6.01,2.8,3.2,216.75,10.83,11.97,16.13,4.16
4.94,74.94,0.47,95.54,2.06,3.09,1,2.1,109.88,4.23,5.74,2.77,2.97,96.69,7.58,9.23,12.62,3.4
5.31,73.19,0.24,95.67,1.23,1.84,0.6,1.24,160.62,2.51,3.84,1.03,2.81,159.69,9.12,12.52,14.9,2.37
6.16,75.94,1.28,95.44,1.77,2.22,1.26,0.96,155.94,3.84,5.72,2.3,3.43,157.5,10.69,12.52,16.1,3.58
7.87,85.56,3.06,94.18,3.19,4.99,2.04,2.95,294.25,6.23,9.6,4.09,5.51,296.75,11.85,10.77,18.19,7.43
6.53,78.88,0.29,94.39,4.03,5.41,3.23,2.19,307.31,7.76,10.44,6.55,3.89,310.19,10.58,8.77,15.58,6.82
5.62,72.69,0.02,94.39,3.09,4.53,1.49,3.05,318.69,6.3,8.48,4.55,3.91,320.31,9.83,9.59,14.19,4.6
4.94,70.88,0,94.85,2.17,3.18,1.17,2.01,312.62,4.37,5.63,2.72,2.91,313.25,8.7,11.33,14.24,2.92
4.88,67.62,0.1,95.31,1.65,2.16,1.15,1.01,321.31,3.15,4.73,2.07,2.66,320.12,9.35,12.83,15.81,2.98
5.37,78.12,0.06,95.63,2.23,3.23,1.3,1.93,299.44,4.58,5.62,2.77,2.85,300.56,8.14,12.06,13.9,1.83
7.02,80.69,0.06,95.67,1.88,2.63,0.95,1.67,259.38,3.87,4.8,2.19,2.62,260.94,11.12,14.75,17.48,2.73
10.19,82.06,0.13,95.47,1.85,2.33,1.44,0.89,274.19,4.07,5.67,2.41,3.27,275.88,16.51,16.1,23.84,7.74
12.33,81,0.22,96.1,1.67,2.03,0.91,1.11,283,3.05,3.95,2.29,1.66,284.12,20.14,14.14,26.65,12.51
12.15,79.88,0,96.4,1.55,2.21,0.69,1.53,252.44,3.11,4.95,1.02,3.93,253.69,20.44,12.77,26.42,13.65
13.24,80.31,0.7,96.12,1.74,2.3,1.22,1.09,258.25,4.14,6.03,1.91,4.12,259.06,21.53,12.23,27.24,15.01
12.76,86.94,4.12,95.8,1.7,2.49,0.96,1.52,270.75,3.88,4.64,2.71,1.93,271.5,19.42,8.81,23.52,14.71
9.89,86.19,3.36,95.91,1.39,1.98,0.91,1.05,281.88,2.82,3.66,2.03,1.64,282.44,15.69,10.39,20.44,10.05
